用户id,最后一周登录天数,最后一周登录次数,最后一周0.8点登录次数,最后一周8.18点登录次数,最后一周18.24点登录次数,注册至今距离天数,是否付费
1000126272,5,9,4,4,1,19,1
1000126273,4,9,2,1,6,25,0
1000126274,6,13,6,3,4,1,1
1000126275,6,14,6,5,3,13,1
1000126276,4,15,3,9,3,2,1
1000126277,4,19,2,9,8,23,1
1000126278,6,18,9,5,4,7,0
1000126279,5,11,3,7,1,17,1
1000126280,5,14,1,4,9,12,1
1000126281,1,8,3,1,4,23,1
1000126282,2,20,6,9,5,21,0
1000126283,4,13,1,9,3,12,0
1000126284,3,21,9,9,3,11,1
1000126285,5,14,8,4,2,29,1
1000126286,1,23,6,8,9,13,1
1000126287,5,18,7,8,3,4,1
1000126288,1,15,6,1,8,13,0
1000126289,5,8,4,3,1,20,1
1000126290,2,15,4,5,6,26,1
1000126291,6,22,8,8,6,3,0
1000126292,5,21,7,7,7,26,1
1000126293,4,14,3,9,2,27,1
1000126294,5,12,2,6,4,20,1
1000126295,1,10,1,6,3,26,1
1000126296,6,24,8,9,7,2,1
1000126297,6,22,6,7,9,10,1
1000126298,1,8,3,1,4,16,0
1000126299,1,5,1,1,3,22,0
1000126300,3,13,1,9,3,12,0
1000126301,4,12,8,3,1,23,0
1000126302,3,18,8,5,5,28,0
1000126303,4,18,3,9,6,10,0
1000126304,5,19,3,9,7,2,1
1000126305,2,11,2,4,5,16,0
1000126306,2,12,4,7,1,5,1
1000126307,2,16,7,2,7,14,1
1000126308,6,13,5,3,5,22,0
1000126309,6,11,2,8,1,26,1
1000126310,6,20,6,6,8,5,0
1000126311,3,17,2,9,6,14,0
1000126312,4,15,7,5,3,24,0
1000126313,3,19,7,9,3,27,1
1000126314,3,19,9,5,5,10,0
1000126315,3,14,3,3,8,11,0
1000126316,4,20,5,6,9,23,0
1000126317,6,15,4,4,7,10,0
1000126318,3,11,1,7,3,10,1
1000126319,4,21,7,7,7,13,1
1000126320,6,14,8,1,5,30,0
1000126321,3,21,9,7,5,30,1
1000126322,1,10,1,2,7,14,1
1000126323,1,11,5,1,5,20,0
1000126324,4,18,7,9,2,25,1
1000126325,6,24,8,8,8,29,1
1000126326,5,14,8,2,4,9,1
1000126327,6,13,8,3,2,24,1
1000126328,6,19,6,7,6,15,0
1000126329,1,11,2,4,5,22,0
1000126330,6,24,7,9,8,21,0
1000126331,1,19,6,7,6,20,1
1000126332,1,13,5,4,4,9,1
1000126333,6,9,1,3,5,23,0
1000126334,2,12,4,2,6,13,1
1000126335,2,11,2,6,3,20,1
1000126336,1,13,7,5,1,16,1
1000126337,6,17,9,2,6,17,0
1000126338,5,15,5,7,3,8,0
1000126339,1,15,8,2,5,20,1
1000126340,5,9,1,3,5,21,1
1000126341,4,9,1,7,1,2,0
1000126342,3,15,6,8,1,4,0
1000126343,6,11,5,3,3,20,0
1000126344,6,13,3,5,5,20,1
1000126345,4,10,3,3,4,18,1
1000126346,6,10,3,2,5,13,0
1000126347,4,26,9,8,9,23,1
1000126348,2,10,4,3,3,21,0
1000126349,2,23,8,8,7,5,0
1000126350,4,14,3,3,8,9,1
1000126351,3,15,1,6,8,20,1
1000126352,3,18,7,2,9,28,1
1000126353,2,22,9,7,6,30,0
1000126354,2,22,7,8,7,21,0
1000126355,6,18,1,9,8,17,1
1000126356,5,16,1,7,8,4,0
1000126357,5,18,8,2,8,20,1
1000126358,3,11,3,5,3,10,0
1000126359,5,13,5,3,5,21,0
1000126360,3,18,6,9,3,11,0
1000126361,2,17,2,9,6,10,1
1000126362,4,16,4,5,7,2,0
1000126363,5,18,2,8,8,19,1
1000126364,4,14,7,3,4,3,1
1000126365,4,14,2,7,5,8,1
1000126366,4,17,8,7,2,4,0
1000126367,3,20,9,7,4,26,1
1000126368,4,12,5,2,5,23,0
1000126369,3,11,7,2,2,30,0
1000126370,2,11,6,3,2,2,0
1000126371,2,20,6,5,9,30,1
1000126372,2,16,4,3,9,12,0
1000126373,4,16,7,1,8,9,1
1000126374,2,16,2,5,9,15,1
1000126375,2,17,4,6,7,16,1
1000126376,6,11,5,3,3,30,1
1000126377,6,21,8,9,4,27,0
1000126378,1,13,7,4,2,22,1
1000126379,1,17,9,1,7,4,1
1000126380,5,16,4,7,5,17,1
1000126381,3,13,1,4,8,11,0
1000126382,5,17,6,3,8,22,1
1000126383,1,4,1,2,1,24,0
1000126384,1,11,6,4,1,2,1
1000126385,3,11,3,6,2,2,0
1000126386,5,8,3,1,4,16,0
1000126387,3,9,3,2,4,24,0
1000126388,1,20,5,9,6,17,1
1000126389,1,14,2,6,6,6,1
1000126390,1,18,5,5,8,10,0
1000126391,3,19,2,8,9,9,1
1000126392,6,15,2,6,7,19,1
1000126393,2,6,2,3,1,11,0
1000126394,3,17,9,7,1,25,0
1000126395,2,9,2,5,2,23,1
1000126396,5,16,4,3,9,22,1
1000126397,2,17,5,3,9,8,0
1000126398,3,18,8,3,7,6,0
1000126399,4,11,7,1,3,2,0
1000126400,2,20,6,5,9,17,1
1000126401,3,18,8,2,8,27,0
1000126402,1,3,1,1,1,23,1
1000126403,2,14,2,9,3,1,0
1000126404,2,13,6,1,6,26,0
1000126405,5,11,2,7,2,18,1
1000126406,3,12,6,3,3,13,1
1000126407,6,20,3,8,9,25,0
1000126408,4,13,3,3,7,29,0
1000126409,2,11,1,3,7,9,0
1000126410,2,11,3,2,6,25,0
1000126411,4,9,2,1,6,14,0
1000126412,6,9,5,3,1,11,0
1000126413,2,10,6,3,1,5,1
1000126414,6,7,2,1,4,7,0
1000126415,5,10,3,3,4,28,1
1000126416,1,21,5,9,7,7,0
1000126417,3,21,3,9,9,15,1
1000126418,5,15,5,9,1,16,0
1000126419,4,16,7,6,3,28,0
1000126420,1,12,2,3,7,1,1
1000126421,2,16,2,9,5,23,1
1000126422,6,10,3,4,3,1,1
1000126423,6,20,7,8,5,23,1
1000126424,2,11,4,5,2,24,1
1000126425,6,18,9,4,5,20,0
1000126426,4,8,1,1,6,3,1
1000126427,2,19,6,7,6,19,0
1000126428,5,6,2,3,1,28,1
1000126429,6,15,5,8,2,3,0
1000126430,4,11,3,6,2,4,0
1000126431,2,16,8,5,3,22,0
1000126432,5,24,9,9,6,15,1
1000126433,2,16,3,6,7,20,0
1000126434,4,19,9,3,7,17,0
1000126435,3,6,1,3,2,1,1
1000126436,5,15,4,4,7,24,0
1000126437,5,14,2,6,6,19,0
1000126438,6,23,8,8,7,26,0
1000126439,4,11,1,5,5,9,0
1000126440,6,6,2,2,2,4,0
1000126441,3,18,7,6,5,3,1
1000126442,2,11,2,4,5,6,1
1000126443,5,23,7,9,7,2,1
1000126444,1,11,3,5,3,19,0
1000126445,5,13,2,2,9,19,1
1000126446,3,13,5,7,1,29,0
1000126447,6,16,4,4,8,21,0
1000126448,6,18,7,9,2,18,1
1000126449,6,16,3,8,5,24,0
1000126450,6,7,1,5,1,26,0
1000126451,2,20,8,3,9,10,0
1000126452,3,10,7,2,1,19,0
1000126453,2,22,9,8,5,7,0
1000126454,6,10,4,3,3,10,1
1000126455,1,16,4,5,7,28,1
1000126456,1,16,7,1,8,30,0
1000126457,6,12,3,6,3,13,1
1000126458,6,23,8,9,6,9,0
1000126459,1,18,6,9,3,24,1
1000126460,2,8,6,1,1,8,0
1000126461,4,5,1,2,2,12,0
1000126462,6,15,4,5,6,26,1
1000126463,5,15,1,8,6,16,1
1000126464,1,19,9,8,2,18,1
1000126465,3,24,9,8,7,19,0
1000126466,2,21,7,9,5,30,0
1000126467,3,16,6,9,1,7,1
1000126468,5,14,7,5,2,18,0
1000126469,6,18,8,3,7,29,1
1000126470,5,6,1,1,4,1,1
1000126471,3,17,9,4,4,12,0
1000126472,6,15,5,5,5,19,0
1000126473,1,23,5,9,9,27,0
1000126474,3,26,9,8,9,23,1
1000126475,6,15,3,9,3,6,1
1000126476,2,14,4,5,5,1,0
1000126477,3,15,5,9,1,10,1
1000126478,1,22,6,7,9,27,1
1000126479,1,23,6,9,8,4,1
1000126480,5,9,4,3,2,23,1
1000126481,4,12,1,8,3,7,1
1000126482,5,7,2,3,2,3,0
1000126483,4,16,6,9,1,5,0
1000126484,1,20,3,8,9,4,1
1000126485,5,21,4,8,9,28,1
1000126486,5,8,4,3,1,18,1
1000126487,4,19,6,4,9,4,1
1000126488,1,12,2,7,3,21,0
1000126489,3,9,2,4,3,19,1
1000126490,4,19,5,9,5,23,0
1000126491,1,13,2,5,6,27,0
1000126492,6,15,3,6,6,14,1
1000126493,5,22,9,9,4,14,0
1000126494,6,21,8,4,9,26,0
1000126495,1,9,2,6,1,30,0
1000126496,5,12,3,5,4,14,1
1000126497,5,15,8,6,1,27,1
1000126498,6,21,7,5,9,10,1
1000126499,2,16,6,2,8,5,1
1000126500,5,15,4,4,7,2,0
1000126501,2,14,5,4,5,6,0
1000126502,5,13,7,3,3,21,1
1000126503,6,21,7,9,5,9,1
1000126504,1,10,5,3,2,5,1
1000126505,6,10,6,3,1,26,1
1000126506,1,10,6,1,3,27,0
1000126507,4,12,1,2,9,12,0
1000126508,2,21,7,6,8,18,0
1000126509,6,14,9,1,4,2,1
1000126510,6,16,4,4,8,2,1
1000126511,4,8,5,1,2,9,1
1000126512,4,15,7,1,7,7,1
1000126513,3,17,8,7,2,27,0
1000126514,4,14,6,3,5,30,0
1000126515,4,17,9,4,4,5,0
1000126516,4,24,8,9,7,3,1
1000126517,3,15,3,5,7,23,0
1000126518,4,18,8,3,7,8,0
1000126519,6,21,7,6,8,27,1
1000126520,2,12,8,2,2,7,0
1000126521,5,11,5,5,1,30,0
1000126522,1,23,7,9,7,9,0
1000126523,5,13,6,3,4,24,0
1000126524,2,16,6,1,9,29,0
1000126525,2,13,7,3,3,25,0
1000126526,6,23,6,9,8,25,1
1000126527,5,13,1,7,5,9,0
1000126528,5,23,7,7,9,2,0
1000126529,1,10,1,6,3,4,1
1000126530,3,9,1,1,7,11,1
1000126531,2,11,6,2,3,28,0
1000126532,5,16,6,2,8,16,1
1000126533,2,9,4,1,4,20,0
1000126534,5,11,6,1,4,11,0
1000126535,6,11,8,1,2,29,1
1000126536,5,10,3,1,6,9,0
1000126537,1,18,8,2,8,2,0
1000126538,2,12,8,3,1,24,1
1000126539,1,9,3,3,3,15,1
1000126540,6,9,2,5,2,22,1
1000126541,4,16,6,4,6,24,1
1000126542,2,13,3,5,5,1,1
1000126543,4,10,6,1,3,17,0
1000126544,6,7,2,1,4,22,1
1000126545,4,4,2,1,1,4,1
1000126546,1,8,3,3,2,23,1
1000126547,4,11,1,1,9,12,1
1000126548,1,15,7,4,4,8,0
1000126549,3,13,5,2,6,10,0
1000126550,6,21,7,7,7,5,1
1000126551,6,14,2,6,6,28,1
1000126552,1,12,6,3,3,10,1
1000126553,6,10,6,1,3,12,0
1000126554,2,20,9,4,7,12,1
1000126555,2,13,9,2,2,3,0
1000126556,4,20,9,2,9,17,1
1000126557,3,19,8,4,7,7,0
1000126558,6,19,2,9,8,18,0
1000126559,6,17,3,6,8,27,0
1000126560,5,9,1,4,4,7,0
1000126561,2,23,9,9,5,20,0
1000126562,3,20,9,3,8,15,1
1000126563,5,17,6,7,4,3,1
1000126564,6,24,9,7,8,4,0
1000126565,1,16,7,1,8,8,0
1000126566,1,15,7,4,4,7,1
1000126567,5,15,7,6,2,27,1
1000126568,6,22,8,9,5,2,1
1000126569,5,8,4,1,3,16,0
1000126570,2,12,2,5,5,29,1
1000126571,5,19,5,5,9,20,0
1000126572,6,8,2,3,3,30,1
1000126573,3,16,8,6,2,16,1
1000126574,1,10,1,1,8,17,1
1000126575,5,10,1,4,5,11,1
1000126576,5,18,7,4,7,28,1
1000126577,6,16,3,8,5,20,1
1000126578,2,16,5,6,5,21,0
1000126579,2,16,7,7,2,4,1
1000126580,1,19,5,7,7,17,1
1000126581,3,14,4,3,7,6,0
1000126582,2,11,1,4,6,29,0
1000126583,6,7,1,1,5,13,0
1000126584,2,23,9,9,5,28,1
1000126585,5,10,5,2,3,13,1
1000126586,3,20,6,7,7,20,0
1000126587,4,15,3,8,4,22,0
1000126588,2,19,4,9,6,16,1
1000126589,4,10,2,2,6,20,0
1000126590,3,9,5,3,1,14,0
1000126591,6,17,9,7,1,3,1
1000126592,3,9,1,4,4,13,1
1000126593,5,14,4,6,4,14,0
1000126594,1,7,1,2,4,17,0
1000126595,5,11,2,6,3,23,0
1000126596,2,12,9,2,1,30,0
1000126597,6,13,4,4,5,12,0
1000126598,3,15,2,9,4,15,1
1000126599,4,19,6,4,9,23,1
1000126600,6,8,5,2,1,23,1
1000126601,6,15,7,2,6,5,1
1000126602,1,18,8,9,1,23,0
1000126603,3,20,6,6,8,29,0
1000126604,5,21,5,9,7,19,0
1000126605,3,18,7,6,5,16,1
1000126606,3,18,5,5,8,13,0
1000126607,6,11,4,1,6,2,1
1000126608,5,16,9,1,6,2,0
1000126609,4,18,8,1,9,10,1
1000126610,4,17,2,7,8,20,1
1000126611,4,19,3,8,8,14,1
1000126612,2,14,3,9,2,10,1
1000126613,5,22,9,7,6,7,0
1000126614,2,16,4,5,7,18,1
1000126615,6,14,2,9,3,15,0
1000126616,2,11,1,5,5,17,1
1000126617,5,7,2,4,1,7,1
1000126618,3,19,2,9,8,15,0
1000126619,2,13,6,5,2,5,1
1000126620,1,16,7,7,2,5,1
1000126621,5,10,1,8,1,17,1
1000126622,1,19,6,8,5,30,1
1000126623,4,16,6,8,2,30,0
1000126624,6,12,9,2,1,4,1
1000126625,5,16,6,1,9,1,1
1000126626,6,15,7,5,3,1,0
1000126627,5,7,4,1,2,27,1
1000126628,2,17,3,6,8,25,0
1000126629,3,13,1,9,3,23,1
1000126630,3,10,8,1,1,14,1
1000126631,1,17,7,5,5,21,0
1000126632,1,9,2,1,6,1,0
1000126633,3,9,2,3,4,13,0
1000126634,2,16,6,8,2,24,0
1000126635,5,13,4,4,5,16,0
1000126636,1,19,3,8,8,29,1
1000126637,5,12,7,4,1,8,0
1000126638,4,8,5,2,1,11,1
1000126639,6,6,1,1,4,17,0
1000126640,5,16,1,8,7,11,1
1000126641,1,20,9,9,2,12,0
1000126642,1,24,6,9,9,17,1
1000126643,4,22,7,8,7,9,0
1000126644,2,9,3,4,2,6,1
1000126645,4,18,5,8,5,23,0
1000126646,5,13,5,7,1,1,0
1000126647,4,18,7,2,9,12,1
1000126648,1,16,8,1,7,22,0
1000126649,4,14,8,1,5,28,0
1000126650,3,16,6,5,5,11,0
1000126651,3,12,6,2,4,29,1
1000126652,1,18,7,7,4,20,0
1000126653,3,14,4,1,9,21,1
1000126654,3,21,6,7,8,9,1
1000126655,1,16,9,4,3,30,1
1000126656,6,17,6,8,3,24,0
1000126657,3,17,6,7,4,1,1
1000126658,4,18,5,5,8,12,1
1000126659,2,14,2,5,7,13,1
1000126660,5,15,5,6,4,10,1
1000126661,5,25,9,7,9,6,1
1000126662,5,18,6,6,6,16,0
1000126663,6,14,5,2,7,30,0
1000126664,4,17,5,8,4,15,1
1000126665,3,6,3,2,1,11,1
1000126666,2,19,4,7,8,6,1
1000126667,4,20,8,9,3,26,0
1000126668,2,15,9,2,4,20,1
1000126669,1,15,8,4,3,20,0
1000126670,4,12,3,3,6,26,1
1000126671,4,13,1,8,4,20,1
1000126672,3,18,3,8,7,18,1
1000126673,2,16,7,1,8,23,1
1000126674,1,16,6,6,4,24,0
1000126675,5,8,4,2,2,2,1
1000126676,4,14,4,8,2,14,0
1000126677,5,13,3,5,5,12,1
1000126678,2,11,4,3,4,15,0
1000126679,4,19,8,5,6,10,1
1000126680,6,15,3,5,7,5,1
1000126681,4,17,4,7,6,20,1
1000126682,1,16,9,4,3,18,0
1000126683,6,15,3,9,3,26,0
1000126684,3,13,3,1,9,21,1
1000126685,3,8,5,1,2,4,0
1000126686,1,10,1,4,5,16,1
1000126687,3,20,9,6,5,11,0
1000126688,2,12,5,5,2,20,1
1000126689,5,13,8,2,3,5,0
1000126690,5,17,7,7,3,12,1
1000126691,5,19,9,9,1,25,0
1000126692,2,8,2,5,1,30,0
1000126693,5,17,7,9,1,13,1
1000126694,3,14,3,3,8,6,0
1000126695,1,21,8,8,5,6,0
1000126696,2,22,7,6,9,14,1
1000126697,6,8,1,5,2,28,1
1000126698,6,15,6,7,2,6,0
1000126699,4,9,4,2,3,12,0
1000126700,1,11,6,1,4,23,1
1000126701,3,15,7,5,3,16,1
1000126702,2,12,1,3,8,12,0
1000126703,1,17,9,7,1,23,1
1000126704,3,19,9,9,1,26,1
1000126705,3,14,3,5,6,10,1
1000126706,6,13,8,2,3,18,1
1000126707,6,10,5,1,4,10,0
1000126708,2,16,8,4,4,14,0
1000126709,6,16,8,3,5,22,0
1000126710,6,25,7,9,9,2,0
1000126711,3,20,4,9,7,5,1
1000126712,4,11,8,2,1,8,1
1000126713,3,17,4,7,6,15,1
1000126714,1,18,7,7,4,25,1
1000126715,3,10,6,3,1,21,0
1000126716,3,8,3,1,4,29,0
1000126717,5,11,1,8,2,27,0
1000126718,5,6,1,2,3,3,1
1000126719,3,9,1,7,1,15,1
1000126720,2,19,9,2,8,25,1
1000126721,6,7,2,1,4,11,0
1000126722,6,22,8,8,6,9,0
1000126723,2,15,3,5,7,29,1
1000126724,6,13,2,7,4,10,0
1000126725,5,8,2,2,4,25,0
1000126726,6,9,3,1,5,3,1
1000126727,1,10,6,1,3,21,0
1000126728,6,23,5,9,9,4,0
1000126729,4,15,7,2,6,24,1
1000126730,6,13,3,9,1,21,0
1000126731,6,17,8,2,7,4,0
1000126732,2,13,7,2,4,13,0
1000126733,5,16,3,8,5,13,0
1000126734,6,14,6,2,6,29,0
1000126735,4,8,6,1,1,8,0
1000126736,5,23,9,7,7,2,1
1000126737,3,18,4,8,6,2,0
1000126738,5,17,8,8,1,30,1
1000126739,2,18,8,4,6,9,1
1000126740,5,13,7,2,4,7,0
1000126741,1,18,2,8,8,1,1
1000126742,5,14,8,1,5,4,1
1000126743,3,20,4,9,7,4,1
1000126744,6,19,8,8,3,21,0
1000126745,6,11,2,8,1,9,0
1000126746,2,18,7,8,3,7,1
1000126747,1,22,8,8,6,30,1
1000126748,2,21,6,8,7,17,1
1000126749,5,13,8,1,4,7,0
1000126750,3,17,6,3,8,9,1
1000126751,4,20,6,5,9,1,1
1000126752,4,7,4,1,2,9,1
1000126753,2,12,7,4,1,19,0
1000126754,1,23,9,6,8,13,1
1000126755,1,23,7,9,7,7,1
1000126756,5,21,5,9,7,26,0
1000126757,5,11,5,5,1,10,1
1000126758,6,9,3,3,3,14,0
1000126759,4,9,2,3,4,29,0
1000126760,2,9,1,7,1,26,1
1000126761,1,21,9,6,6,20,0
1000126762,3,9,3,1,5,2,0
1000126763,4,14,1,8,5,3,1
1000126764,5,11,6,2,3,4,1
1000126765,4,16,6,5,5,24,0
1000126766,2,6,1,2,3,4,0
1000126767,5,10,4,4,2,28,1
1000126768,3,22,5,9,8,12,1
1000126769,6,12,5,4,3,24,1
1000126770,2,16,5,2,9,22,0
1000126771,6,9,5,3,1,6,0
1000126772,2,22,6,9,7,27,0
1000126773,6,19,9,7,3,28,1
1000126774,1,11,7,2,2,22,1
1000126775,5,3,1,1,1,18,0
1000126776,4,11,4,6,1,7,0
1000126777,5,18,9,7,2,4,0
1000126778,1,21,7,7,7,3,0
1000126779,1,18,8,8,2,8,1
1000126780,1,14,4,1,9,23,1
1000126781,5,12,4,2,6,12,0
1000126782,3,21,9,5,7,1,1
1000126783,2,4,2,1,1,16,1
1000126784,1,15,7,5,3,11,1
1000126785,5,12,3,3,6,19,0
1000126786,5,13,6,3,4,29,0
1000126787,3,12,2,8,2,30,1
1000126788,3,9,2,3,4,23,0
1000126789,5,21,6,6,9,25,1
1000126790,5,17,6,3,8,16,1
1000126791,6,14,5,8,1,21,0
1000126792,6,9,1,7,1,21,0
1000126793,1,15,5,4,6,10,0
1000126794,4,13,8,4,1,30,1
1000126795,4,12,8,2,2,14,1
1000126796,5,18,1,9,8,7,1
1000126797,4,12,3,6,3,23,0
1000126798,1,15,2,6,7,5,1
1000126799,3,18,2,7,9,1,0
1000126800,3,21,9,5,7,12,0
1000126801,1,18,4,7,7,20,0
1000126802,3,17,9,4,4,6,0
1000126803,1,20,9,3,8,16,0
1000126804,3,5,2,2,1,4,0
1000126805,1,16,3,5,8,23,1
1000126806,1,25,8,9,8,1,0
1000126807,3,13,1,5,7,21,0
1000126808,5,20,7,9,4,19,0
1000126809,1,19,9,5,5,1,0
1000126810,5,18,7,3,8,2,0
1000126811,2,10,3,5,2,24,0
1000126812,1,5,1,1,3,19,0
1000126813,2,9,2,1,6,8,0
1000126814,1,18,7,4,7,17,1
1000126815,4,8,3,4,1,14,1
1000126816,2,12,7,4,1,18,0
1000126817,3,24,9,9,6,9,1
1000126818,1,6,1,3,2,23,1
1000126819,2,21,8,7,6,22,0
1000126820,1,13,7,2,4,22,1
1000126821,2,12,2,2,8,26,1
1000126822,2,5,3,1,1,20,0
1000126823,3,10,3,5,2,1,0
1000126824,2,20,6,6,8,14,0
1000126825,6,24,8,7,9,16,0
1000126826,3,16,5,5,6,14,1
1000126827,2,15,3,4,8,25,0
1000126828,1,6,1,4,1,16,0
1000126829,5,22,6,8,8,22,0
1000126830,4,9,1,2,6,15,1
1000126831,2,11,1,3,7,4,0
1000126832,1,17,7,3,7,28,1
1000126833,6,26,8,9,9,6,0
1000126834,6,24,7,8,9,1,0
1000126835,1,22,6,8,8,25,0
1000126836,3,16,7,4,5,19,0
1000126837,1,19,1,9,9,24,0
1000126838,3,15,1,7,7,14,1
1000126839,2,25,9,8,8,10,0
1000126840,6,14,8,4,2,13,1
1000126841,4,22,5,9,8,30,1
1000126842,4,9,2,4,3,14,1
1000126843,6,11,3,5,3,16,1
1000126844,6,13,3,7,3,8,0
1000126845,6,11,3,4,4,14,1
1000126846,1,14,3,6,5,1,0
1000126847,4,7,3,2,2,17,1
1000126848,1,17,9,4,4,17,1
1000126849,5,9,5,3,1,6,1
1000126850,3,20,8,4,8,13,1
1000126851,3,10,2,3,5,16,0
1000126852,5,10,3,3,4,27,0
1000126853,6,11,1,7,3,3,1
1000126854,5,13,4,4,5,18,1
1000126855,2,10,1,1,8,18,1
1000126856,3,13,1,3,9,28,0
1000126857,6,20,7,9,4,21,1
1000126858,4,14,3,5,6,4,1
1000126859,3,13,6,1,6,20,0
1000126860,5,8,4,3,1,4,1
1000126861,6,13,4,5,4,17,1
1000126862,3,11,1,5,5,25,0
1000126863,5,18,5,8,5,15,1
1000126864,1,15,7,1,7,4,0
1000126865,6,9,7,1,1,27,1
1000126866,4,27,9,9,9,1,0
1000126867,6,18,7,2,9,23,1
1000126868,3,10,4,3,3,27,0
1000126869,2,11,1,7,3,3,1
1000126870,3,19,9,8,2,23,1
1000126871,1,22,6,9,7,18,1
1000126872,2,21,9,7,5,11,0
1000126873,1,20,9,2,9,15,1
1000126874,1,22,7,8,7,21,0
1000126875,2,19,9,4,6,29,1
1000126876,1,20,9,3,8,18,0
1000126877,2,11,2,8,1,7,1
1000126878,3,14,7,1,6,2,0
1000126879,6,17,1,8,8,26,0
1000126880,3,8,1,4,3,9,1
1000126881,6,16,5,4,7,5,0
1000126882,5,11,6,4,1,23,1
1000126883,2,19,8,2,9,18,0
1000126884,6,7,3,3,1,10,0
1000126885,1,12,3,7,2,3,1
1000126886,2,21,9,4,8,11,0
1000126887,3,19,9,2,8,28,0
1000126888,5,14,9,1,4,28,0
1000126889,5,14,7,1,6,19,0
1000126890,5,17,5,4,8,30,1
1000126891,1,12,3,5,4,21,1
1000126892,2,17,7,9,1,16,0
1000126893,5,15,4,5,6,23,1
1000126894,4,12,7,3,2,10,1
1000126895,6,18,1,9,8,24,0
1000126896,6,12,7,1,4,28,1
1000126897,5,19,6,9,4,15,0
1000126898,3,11,3,4,4,20,0
1000126899,2,9,3,1,5,27,0
1000126900,5,18,5,6,7,1,1
1000126901,6,26,9,9,8,27,0
1000126902,1,14,4,4,6,21,0
1000126903,6,12,3,4,5,7,0
1000126904,5,18,4,6,8,22,1
1000126905,5,21,8,5,8,3,1
1000126906,3,18,7,6,5,3,0
1000126907,6,17,6,5,6,17,0
1000126908,1,17,7,2,8,30,0
1000126909,1,21,4,9,8,5,1
1000126910,5,16,2,8,6,5,0
1000126911,3,17,1,9,7,4,0
1000126912,6,17,7,6,4,18,1
1000126913,2,13,2,3,8,7,0
1000126914,6,11,9,1,1,22,0
1000126915,2,23,9,9,5,12,1
1000126916,6,10,8,1,1,13,0
1000126917,6,14,7,5,2,25,1
1000126918,3,23,9,8,6,11,1
1000126919,2,20,9,8,3,28,0
1000126920,1,7,5,1,1,6,1
1000126921,6,12,5,5,2,10,0
1000126922,2,19,9,2,8,25,0
1000126923,4,11,6,3,2,26,1
1000126924,2,21,6,6,9,11,1
1000126925,2,9,1,2,6,24,1
1000126926,5,19,9,2,8,20,1
1000126927,4,21,8,6,7,14,0
1000126928,3,16,4,3,9,25,1
1000126929,6,19,7,8,4,14,0
1000126930,2,15,6,4,5,29,0
1000126931,5,16,2,5,9,22,1
1000126932,1,15,5,7,3,17,1
1000126933,6,20,9,9,2,14,0
1000126934,1,13,3,6,4,28,1
1000126935,6,11,2,6,3,13,0
1000126936,3,14,4,5,5,23,1
1000126937,1,15,8,4,3,29,0
1000126938,3,14,3,2,9,18,0
1000126939,6,19,8,5,6,4,1
1000126940,6,18,7,8,3,10,0
1000126941,3,7,1,3,3,10,1
1000126942,2,7,1,1,5,12,1
1000126943,5,13,1,8,4,19,1
1000126944,6,10,5,3,2,3,0
1000126945,2,13,9,3,1,20,0
1000126946,4,13,5,1,7,8,1
1000126947,6,5,1,3,1,26,1
1000126948,3,19,5,9,5,16,1
1000126949,2,12,7,3,2,19,1
1000126950,5,19,8,8,3,8,1
1000126951,4,17,9,5,3,30,0
1000126952,5,16,2,9,5,21,1
1000126953,3,11,3,1,7,23,0
1000126954,6,13,3,8,2,26,1
1000126955,1,14,3,9,2,27,1
1000126956,4,11,5,1,5,8,0
1000126957,2,6,3,1,2,23,1
1000126958,2,14,2,9,3,1,0
1000126959,2,12,3,2,7,28,0
1000126960,6,21,7,8,6,23,0
1000126961,6,17,1,8,8,11,0
1000126962,5,22,5,8,9,1,0
1000126963,2,23,6,9,8,25,1
1000126964,6,18,8,2,8,5,1
1000126965,5,24,9,9,6,17,1
1000126966,4,19,9,8,2,30,0
1000126967,3,15,7,6,2,24,1
1000126968,4,12,2,2,8,16,0
1000126969,1,18,1,9,8,20,0
1000126970,1,22,7,6,9,29,0
1000126971,2,21,7,5,9,13,1
1000126972,2,18,8,2,8,1,0
1000126973,6,17,3,7,7,25,1
1000126974,2,21,8,7,6,6,1
1000126975,3,16,4,3,9,28,0
1000126976,2,14,4,4,6,10,0
1000126977,4,8,2,1,5,7,0
1000126978,4,10,4,2,4,3,1
1000126979,6,20,4,9,7,23,0
1000126980,6,21,3,9,9,1,0
1000126981,1,12,2,4,6,19,0
1000126982,2,24,9,8,7,16,1
1000126983,4,19,8,2,9,15,1
1000126984,6,20,9,7,4,23,0
1000126985,1,5,2,1,2,26,1
1000126986,4,16,2,8,6,7,0
1000126987,3,12,3,4,5,8,1
1000126988,3,14,4,4,6,1,1
1000126989,4,19,7,8,4,26,0
1000126990,6,14,4,9,1,4,0
1000126991,2,22,9,4,9,3,0
1000126992,4,17,3,6,8,16,1
1000126993,6,14,4,3,7,16,1
1000126994,5,19,9,4,6,23,1
1000126995,1,14,5,8,1,10,1
1000126996,4,23,6,8,9,8,0
1000126997,1,15,9,1,5,21,1
1000126998,5,15,5,4,6,26,1
1000126999,6,15,8,4,3,8,1
1000127000,2,19,8,9,2,19,0
1000127001,6,11,8,1,2,17,1
1000127002,2,14,4,2,8,25,1
1000127003,1,18,7,2,9,6,0
